log,task,model,reasoning_effort,sample_id,epoch,score,score_detail,difficulty,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,stop_reason,total_time_s,working_time_s,response_id,served_model,lyra_selected_model,lyra_router_model,lyra_difficulty,lyra_task_type,lyra_mode,lyra_policy_version,lyra_attempt_count,error,benchmark,variant,variant_label,is_fusion,cost_usd_matched,cost_match_duration_delta_s
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1082,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,64,680,,,,stop,13.147,13.143,chatcmpl-cca8a96178b04ad4b755c57eb975469f,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.01119000,0.132
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1154,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,48,4959,,,,stop,55.558,55.552,chatcmpl-58e3c65a8b6e460eaa857b091a3dab05,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.04968600,0.267
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1187,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,46,162,,,,stop,3.221,3.218,chatcmpl-34ba274a094043bcbeabdf315974e9fb,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00181800,0.093
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1237,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,82,645,,,,stop,10.539,10.535,chatcmpl-a88cebf922af495faf14c4a780c0b9c2,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00598000,0.005
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1259,1,0,"{""inst_level_loose"": 0, ""inst_level_strict"": 0, ""num_instructions"": 1, ""prompt_level_loose"": false, ""prompt_level_strict"": false}",,35,1112,,,,stop,13.429,13.417,chatcmpl-0ee985e2bc5d4206ba09e88b59602c23,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00982200,0.136
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1281,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,116,651,,,,stop,9.085,9.081,chatcmpl-2803078fcb6044bc89ee819ff86efc5f,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00567000,0.02
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1286,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,87,569,,,,stop,7.645,7.641,chatcmpl-e52faccb5af242c38d28aae749f0bca0,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00428800,0.028
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1314,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,81,966,,,,stop,13.645,13.642,chatcmpl-417eceedbf0d497a95ccf92edbd18b63,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.01103000,0.338
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1325,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,87,709,,,,stop,11.614,11.611,chatcmpl-605575b71cf3423f907dde993c1c4e49,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00726400,0.107
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1476,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,91,61,,,,stop,2.889,2.884,chatcmpl-3d91b528e338479889c4a3ab62b3c274,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00171200,0.22
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1481,1,0,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 2, ""prompt_level_loose"": false, ""prompt_level_strict"": false}",,163,960,,,,stop,15.677,15.674,chatcmpl-fb888a2e20c549649f208910692b5eda,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00992600,0.188
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1516,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,75,235,,,,stop,4.4,4.398,chatcmpl-311cb494de584533b7094a81e94c67f7,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00403600,0.053
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1531,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,74,2398,,,,stop,24.517,24.514,chatcmpl-519d515675e148cdb21768aa09f3af84,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.02503200,0.027
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1546,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,64,416,,,,stop,7.827,7.824,chatcmpl-57f677dde5c14587a061df5ba190fe9a,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00562000,0.049
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1551,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,78,1290,,,,stop,15.163,15.158,chatcmpl-064a6b12f4174a9883ad8841793c2b8f,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,,
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1561,1,0,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 2, ""prompt_level_loose"": false, ""prompt_level_strict"": false}",,78,329,,,,stop,5.569,5.563,chatcmpl-e485b3dede714c409f44735b4db18edf,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00390000,0.015
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1571,1,1,"{""inst_level_loose"": 3, ""inst_level_strict"": 3, ""num_instructions"": 3, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,66,395,,,,stop,8.047,8.042,chatcmpl-67f50f5265f944338b51dffbc27cfd4d,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00478600,0.007
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1582,1,1,"{""inst_level_loose"": 3, ""inst_level_strict"": 3, ""num_instructions"": 3, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,96,121,,,,stop,4.41,4.406,chatcmpl-f155e2bf8b3b410da23c3ee99ae76b6c,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00339800,0.088
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1634,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,62,284,,,,stop,5.2,5.194,chatcmpl-1870323906d24b5ebc968dfd0b7d80eb,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00275600,0.06
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1667,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,62,1680,,,,stop,21.72,21.716,chatcmpl-52d8990770664b2f9b3280d25335e26b,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.01486000,0.334
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1730,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,68,900,,,,stop,11.359,11.355,chatcmpl-154037caf0854ee48a9647e2ef130798,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00737800,0.139
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1739,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,133,377,,,,stop,4.482,4.478,chatcmpl-b08eca73dc3a4b15bc59310e238c4c71,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00159800,0.012
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1781,1,0,"{""inst_level_loose"": 0, ""inst_level_strict"": 0, ""num_instructions"": 2, ""prompt_level_loose"": false, ""prompt_level_strict"": false}",,57,2134,,,,stop,31.606,31.601,chatcmpl-8bf6222c1f384402842a883f671c5364,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.02145400,0.125
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1837,1,0,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 2, ""prompt_level_loose"": false, ""prompt_level_strict"": false}",,41,724,,,,stop,11.35,11.347,chatcmpl-b50924347c9b4e6a953c6cfbcaefb64b,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00775600,0.02
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1857,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,47,748,,,,stop,9.976,9.973,chatcmpl-cc27054190ff4ca486273449dbc97291,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00757400,0.107
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1858,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,62,827,,,,stop,14.472,14.469,chatcmpl-1cf8eccf599e4669aa029e8bd1c82009,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00839400,0.107
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1908,1,0,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 3, ""prompt_level_loose"": false, ""prompt_level_strict"": false}",,119,1179,,,,stop,18.327,18.323,chatcmpl-d0e07088ef95452db58f40d755e17c89,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.01202800,0.32
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1928,1,1,"{""inst_level_loose"": 3, ""inst_level_strict"": 3, ""num_instructions"": 3, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,98,668,,,,stop,11.585,11.582,chatcmpl-6ccf22529a864d2ca8f711dbe43e4a44,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.01109400,0.044
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1934,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,61,178,,,,stop,3.842,3.837,chatcmpl-1aeef1eba000442a87a9678b4a2910a0,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00242000,0.019
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,1996,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,55,1222,,,,stop,19.783,19.778,chatcmpl-4f3778e1241842eb82cd5a526c7320dd,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.01730600,0.057
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2035,1,1,"{""inst_level_loose"": 3, ""inst_level_strict"": 3, ""num_instructions"": 3, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,66,173,,,,stop,3.902,3.898,chatcmpl-397e0f501bb841fb8ac7289d6ffc470c,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00141200,0.306
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2063,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,116,372,,,,stop,5.715,5.713,chatcmpl-855b162727b5465b81f8a2615c2ef693,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00272600,0.007
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2069,1,0,"{""inst_level_loose"": 2, ""inst_level_strict"": 1, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": false}",,56,316,,,,stop,5.051,5.048,chatcmpl-5b8497bf00284136970de1ff1928eeef,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00296400,0.034
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2070,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,45,626,,,,stop,8.402,8.399,chatcmpl-9b6877bf65f8422eba3777219dba8253,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00509200,0.032
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2071,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,101,532,,,,stop,8.315,8.311,chatcmpl-de379ffd773540fe82179c18bd4f7a2d,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00635000,0.024
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2107,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,53,355,,,,stop,5.834,5.83,chatcmpl-1dbe59791e1643aba14980dbff6e2c6d,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00344600,0.378
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2136,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,44,81,,,,stop,2.809,2.805,chatcmpl-1f23ff8595124a65a07cd35aed802b9d,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00089800,0.109
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2195,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,82,366,,,,stop,5.506,5.502,chatcmpl-6572e960e845445f92d608516271e707,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00395200,0.033
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2215,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,113,569,,,,stop,8.593,8.59,chatcmpl-743acf34b794439ebf116e10fb7d1580,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00591000,0.018
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2245,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,170,6,,,,stop,2.076,2.073,chatcmpl-ccf6cd42d7c645289af8b941497e1d89,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00032200,0.172
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2250,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,67,860,,,,stop,13.112,13.108,chatcmpl-95e3b2e3f10e4a048d684fd802dabb0f,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00692800,0.075
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2253,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,56,984,,,,stop,11.207,11.203,chatcmpl-7195562082c94041b4a866b6873974b3,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00913600,0.011
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2266,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,35,235,,,,stop,3.963,3.959,chatcmpl-2e8cc26195814cc19d966c5987d57efa,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00225000,0.179
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2268,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,68,465,,,,stop,8.22,8.216,chatcmpl-e0a5896b6dec43adb960f6affb2e2a9a,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00552200,0.016
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2273,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,81,688,,,,stop,10.291,10.284,chatcmpl-313e728bce1543f1b18a884de0bce3a7,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00561600,0.116
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2328,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,38,554,,,,stop,10.025,10.022,chatcmpl-b06f5b70d7154dae9c073a121627497c,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00635600,0.042
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2350,1,0,"{""inst_level_loose"": 0, ""inst_level_strict"": 0, ""num_instructions"": 1, ""prompt_level_loose"": false, ""prompt_level_strict"": false}",,52,597,,,,stop,7.393,7.388,chatcmpl-f95d4ee40da947b48c6fc01dd864c5a6,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00586400,0.089
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2383,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,74,167,,,,stop,3.423,3.419,chatcmpl-8bd6d1da3ae34d60b6d548b1704ba6fa,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00272200,0.161
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2398,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,38,265,,,,stop,5.815,5.811,chatcmpl-4bc088e48153494fb4dd3f80c8435b7e,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00223200,0.351
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2416,1,1,"{""inst_level_loose"": 3, ""inst_level_strict"": 3, ""num_instructions"": 3, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,87,1092,,,,stop,11.659,11.656,chatcmpl-a5e959dfa6fc4b55b5240db3318ac47a,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00637600,1.84
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2464,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,50,532,,,,stop,10.482,10.479,chatcmpl-5b40b5368b6a498da951f3983bebde5c,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00735600,0.028
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2471,1,1,"{""inst_level_loose"": 2, ""inst_level_strict"": 2, ""num_instructions"": 2, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,90,1468,,,,stop,21.5,21.496,chatcmpl-ae7683cdaef540489cf0c6331413ff05,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.01692400,0.097
2026-09-12T16-28-34-00-00_ifeval_eqeNgGfvFppKXQuBntDuUj.eval,inspect_evals/ifeval,openai-api/apigo/claude-sonnet-5,high,2482,1,1,"{""inst_level_loose"": 1, ""inst_level_strict"": 1, ""num_instructions"": 1, ""prompt_level_loose"": true, ""prompt_level_strict"": true}",,95,229,,,,stop,5.122,5.119,chatcmpl-92b4da3ee9b343fb95c72d93cbcdb609,claude-sonnet-5,,,,,,,,,ifeval,claude-sonnet-5,claude-sonnet-5,false,0.00248000,0.112
